4,3475
443,7477
261,5376
25,3964
172,1230
87,2111
106,3405
123,1971
193,8749
113,3697
350,8341
390,5605
283,7474
81,2897
409,6012
208,9271
364,2952
329,8504
29,3052
492,2972
46,4822
448,962
235,9448
412,4862
359,7783
296,8547
203,2511
414,6043
399,3679
387,3863
272,6075
218,7463
131,540
216,6577
267,8467
299,2831
423,2290
60,3206
486,4163
297,6294
78,9273
449,305
180,4234
81,6502
413,5476
379,4348
472,6670
279,6258
312,3158
74,7909
101,2870
476,3455
322,1620
234,3538
421,8619
258,2340
480,3954
492,677
188,6500
120,1826
316,3368
33,5225
82,9514
96,7765
324,1992
330,9720
348,1215
499,8596
218,2427
399,5044
264,3237
69,1610
73,9138
350,4098
147,889
349,2679
20,9497
449,4551
93,4754
401,1977
360,320
339,3718
298,4296
82,7599
149,4190
270,4239
413,8775
144,1272
83,8580
366,7441
142,8608
164,3446
408,7377
73,5984
155,6557
458,290
18,1025
174,5880
315,2209
7,431
44,6231
499,1913
422,6073
351,648
320,8275
280,1221
341,9554
56,7400
72,7971
363,2289
378,3485
3,9805
7,2992
312,6793
362,5014
319,7408
414,9152
187,2491
60,6673
408,5453
389,9902
344,1447
293,6945
252,7869
430,8605
87,1889
285,7215
415,1117
345,6490
399,7727
59,1612
328,5908
88,7139
451,5318
315,7476
482,6028
464,2203
452,8616
358,3005
487,5367
202,2752
309,6993
311,4201
22,5511
47,854
225,7885
269,5515
442,1100
336,5515
220,5580
129,6926
32,1781
106,7801
342,8638
9,4565
385,5669
339,5944
312,6964
479,7282
77,2641
454,8631
454,1398
92,9507
443,5706
178,1320
473,9197
99,5629
343,9110
47,1045
84,7807
165,6156
324,6635
222,7036
299,6369
15,9575
476,8806
189,4184
22,5986
467,252
429,5469
395,3661
152,1226
166,7365
285,6415
39,4910
3,3476
279,6168
165,9488
499,1688
388,1431
393,9032
276,1466
293,1229
4,4272
397,4904
395,3351
108,4997
228,1918
407,8206
51,7115
175,8495
417,7528
323,6201
271,6214
355,7175
23,8852
272,4407
256,1984
368,6524
439,1493
493,9317
408,3494
426,6640
153,3281
396,5119
359,9958
171,7819
114,2765
205,1585
477,4524
105,2731
194,2469
97,865
134,3238
262,2632
155,2486
397,4398
298,3441
354,1210
87,8761
105,9537
120,9982
234,1149
178,2057
166,6937
87,7797
69,558
403,4388
238,5837
367,7990
303,1334
173,1795
196,4136
385,9074
180,8929
254,9365
476,2923
328,6851
194,17
290,7871
208,3654
230,7804
155,4038
294,4359
500,3810
193,1180
274,65
477,7562
205,5454
164,6748
452,7983
21,76
63,3154
178,4227
487,8199
202,4700
416,3017
405,5651
349,1771
421,9399
109,4824
137,536
205,1770
90,7496
248,8220
104,9210
191,8719
114,8491
470,8396
220,1860
239,461
95,4500
371,9617
221,6911
460,9654
398,295
429,3225
232,7904
29,6647
147,9732
56,9817
476,9348
76,8012
329,429
6,4587
109,896
309,2826
384,5890
319,2059
208,1796
127,6000
212,2220
101,6835
133,5808
357,5219
174,9155
70,4236
128,4874
459,2863
243,544
288,8028
326,2595
390,588
122,2087
24,5039
487,9052
500,2716
399,8994
485,7004
167,6308
97,8243
295,8163
490,9349
215,5596
285,9875
289,4738
318,1113
91,5350
310,7212
459,2034
50,7733
457,6792
114,1405
131,5395
300,4598
313,3902
392,3119
418,2867
16,3701
251,4519
111,8983
228,9215
458,6346
344,1567
101,346
319,3196
67,8289
115,6756
26,6316
330,8355
474,5092
15,320
27,752
109,426
58,7364
171,742
349,5361
201,1587
338,8277
9,4390
355,1688
233,2283
78,6894
274,879
372,6525
436,5393
297,6613
149,9909
202,5075
39,5680
60,5568
190,2064
469,3637
415,3997
325,8242
348,443
213,480
267,7989
262,3809
437,9085
66,1099
389,4138
247,2595
131,1629
175,5958
54,6526
258,4914
25,7550
263,6837
412,6439
94,9069
132,9570
43,3263
70,9167
52,5115
19,6352
223,1284
312,817
191,2221
410,6499
271,9830
496,687
154,7391
479,3280
272,8161
343,8922
318,4580
492,5632
111,7577
233,4617
63,5780
287,5511
107,9940
393,5343
422,7151
120,4328
407,7164
75,8654
468,4479
169,7853
201,3673
239,3186
75,3688
492,9364
258,4800
423,9662
310,934
401,7417
64,8196
385,9201
130,8965
488,3524
120,4525
216,7657
284,1326
475,1366
125,2840
257,1827
259,9281
36,2067
155,9323
73,9771
324,1861
143,1184
2,532
331,7804
123,6972
76,3913
237,2687
247,454
142,190
384,9218
87,142
313,971
135,3777
257,6571
235,4848
61,7696
442,3677
121,7297
125,8260
281,76
482,4171
340,5266
340,8060
430,8434
245,2192
139,7585
128,954
246,7456
201,7087
29,2427
118,9693
10,5115
95,7260
78,1538
149,8741
213,7863
215,6622
438,5972
126,678
67,5042
222,7998
357,3325
454,7459
156,3841
126,988
204,364
171,4441
224,9023
234,2347
174,6933
426,9710
41,5941
244,545
455,1619
51,5665
324,6647
346,8811
65,6995
457,4815
426,9580
361,1516
363,2138
146,6962
310,8593
425,2038
460,237
257,3829
145,4230
307,8196
100,2260
5,6274
135,5454
159,6680
141,4360
140,9835
280,5749
120,5663
397,9548
432,478
355,2745
77,344
123,1097
118,22
238,5389
37,1144
452,5014
71,7175
74,8053
450,8021
3,8802
323,9613
97,4290
185,9239
209,5250
221,5766
161,5498
148,9026
85,1778
370,2907
353,3431
459,8646
348,6763
343,4964
328,3395
189,8579
265,5641
380,4591
143,6483
412,3835
452,2903
174,1459
316,5134
420,1349
198,5269
386,8931
325,5751
372,3152
188,3860
68,5862
355,2437
135,6006
383,5408
424,4251
306,7155
311,9896
156,5972
123,6896
135,5791
173,1917
27,9063
371,7470
486,7079
124,414
391,70
72,9826
19,4628
485,1639
453,5829
306,7148
268,1932
188,1660
369,6157
251,6243
82,6734
383,5650
403,4131
124,6985
28,4092
399,4010
282,9138
404,1425
374,2274
5,1544
486,492
328,329
460,6189
81,4389
424,1263
168,3495
303,7969
309,7280
42,866
407,1589
337,3631
323,8179
447,4828
70,1350
352,5145
221,3998
177,9064
438,7534
433,5183
9,3036
48,5735
121,3380
499,4130
194,3274
294,5728
395,4894
192,1171
413,6470
367,4283
100,4928
324,9870
436,7970
392,3707
389,8981
34,3242
63,3691
105,767
353,3180
142,6012
372,5044
478,654
145,6477
242,6686
492,8677
263,4809
370,7853
453,4508
24,5073
287,4949
66,1948
344,3471
405,2916
388,9497
418,1731
146,517
134,5292
189,907
4,9618
73,3791
22,5772
174,9848
222,1509
155,9397
460,7318
424,2829
290,7036
343,2791
417,9097
22,8085
473,3262
16,5072
41,2662
4,9682
216,1365
402,2517
211,1308
150,6447
318,7271
276,7676
27,1916
493,9427
429,2940
416,8388
362,3885
138,2092
440,5957
69,9589
366,7619
35,2142
417,8928
38,4052
278,1404
126,1849
353,719
239,6560
80,9002
86,6395
486,9165
61,582
435,8329
486,5761
240,759
468,5993
49,7303
400,9555
171,4523
241,2707
357,6373
286,457
41,1372
421,2303
410,6629
414,5258
430,3194
64,7860
347,703
162,1995
327,9881
381,7578
399,893
400,1007
130,9568
173,5895
378,8117
442,2799
419,3154
422,1471
330,7264
244,2027
214,7678
132,738
330,8715
64,8688
374,8263
499,1499
312,1000
218,8986
336,2473
339,7554
482,1487
426,578
7,358
400,2674
18,5827
269,2070
141,6895
366,264
127,1324
287,6579
462,1736
261,9740
346,2544
243,6168
40,4932
427,9142
15,1053
1,6145
25,5416
369,3451
360,105
236,3650
170,6741
454,9293
322,8577
309,1265
82,3731
205,1917
499,7894
30,9821
47,6059
6,1100
68,1
115,9334
123,8893
181,2134
478,2673
406,7726
484,3765
169,1006
10,3670
335,3949
468,5453
242,5553
339,6683
455,1012
309,319
239,8816
75,7278
478,7519
36,8275
208,9025
325,695
341,9547
74,5080
92,8155
373,5660
60,9461
232,1750
371,1962
429,2578
387,3256
427,742
441,8272
276,9158
21,571
93,3972
295,114
348,7501
405,8884
239,7554
284,4477
114,7690
69,9013
265,1210
169,9559
467,7485
13,6115
244,9938
219,9359
395,9751
256,1223
357,1536
339,8983
81,3751
473,4719
364,3183
17,4456
496,8322
315,3242
77,2880
402,5196
482,2201
320,8947
63,2251
438,54
425,520
134,6266
118,8799
72,9391
162,5592
187,9909
317,7755
363,6687
300,7646
398,5492
161,8635
497,9646
282,255
5,6207
339,2144
25,2096
362,5688
248,9722
58,1038
178,4882
122,1472
55,7698
415,4031
34,1969
393,8453
93,9168
439,1850
268,5184
243,1779
146,5536
212,3558
329,6039
435,7477
337,44
424,3773
327,3331
468,5594
342,3307
11,8649
193,6355
27,8032
478,9178
297,6782
431,8067
342,9742
79,7744
230,9792
349,8549
161,3406
119,7063
257,1348
373,1995
138,496
58,982
216,6826
420,6085
234,922
247,6037
487,4212
311,7477
454,3134
144,9814
436,2653
194,3383
33,5660
228,3311
155,3268
86,85
314,3359
314,640
468,7118
225,6522
86,9758
385,6375
397,2735
329,2638
342,2899
294,9863
56,6500
235,4546
139,4126
268,5882
291,6425
48,2074
156,4124
367,7540
379,632
202,7963
381,2288
36,4991
403,9738
381,4595
404,9549
358,7187
103,5814
150,5442
245,7532
59,7448
112,9969
32,1040
29,9855
390,4353
189,977
113,2528
361,6097
443,2641
326,442
100,4818
286,5941
205,3632
79,3895
354,385
193,625
193,3651
140,7563
228,3508
205,6199
374,6042
465,1325
407,1313
325,8288
36,5742
425,4269
400,411
102,4477
96,7548
72,7272
479,3256
132,1082
395,9668
232,4070
470,1562
29,710
279,2335
167,3712
240,6348
452,5449
427,1207
284,7151
376,1831
235,6898
140,829
94,4767
125,5696
14,8945
391,963
57,712
4,7519
89,7770
115,7287
133,7308
19,3297
13,4687
341,4624
279,1090
296,8657
250,6755
43,9782
52,5109
358,9575
402,4806
468,4484
142,9742
176,4640
23,4913
326,5973
455,2872
56,4693
319,7882
408,2440
445,5176
10,8169
261,6777
400,8822
63,1271
338,5969
275,1177
130,6366
62,2832
245,4516
68,3829
351,4295
172,151
472,9786
137,7196
20,8260
25,8882
297,3939
463,693
343,7062
355,6098
59,4653
385,6384
201,83
187,4243
468,4357
108,3681
205,7348
75,7281
284,8587
217,8223
475,697
185,9933
467,2641
186,7150
277,6363
178,5953
178,3322
182,6252
246,1893
170,5464
127,2080
183,2539
473,7762
299,7244
344,2303
415,5443
410,203
444,8046
492,9719
